label,Question 
invalid,I proposed that since machinery has not been replaced since years, quality  of  products  has  degraded.  Secondly,  competitors  have reduced their prices by outsourcing it to countries like China
invalid,Analyse  it  by  separating  life  insurance,  general  insurance  and  fire and  damage  insurance.  Give  inputs  on  mode  of  delivery  (online mode  is  not  very  feasible  in  Indian  scenario).  Also,  take  into account  role  of  brokers  and  agents  in case  of  fire  and  damage insurance
invalid,Client is a life insurance agency in Sri Lanka facing declining market share
invalid,Leading cement manufacturer is facing declining profits; prices have halved in the last few months and facing decreasing prices further as well. Suggest emergency measures for next few weeks
invalid,Indian conglomerate entering the IT space.  Prepare a detailed market entry strategy at the start
invalid,Cement company losing market share. It has set up new plants too
invalid,Questions from resume
invalid,Important steps for a
invalid,Why there are so many languages? (like c,c++,java,..........)
invalid,Program to find the angle between the hours hand & minutes hand (just asked me the approach)?
valid,Write an Example to expalin Encapsulation
invalid,Why Wipro?
invalid,How many medals India won in recent Olympics(Rio) and who won?
invalid,When do you get Angry?
invalid,What you do when you get angry?
valid,What do your friends say about you if I ask him to tell something about you?
invalid,What do you do in your free time?
invalid,Case Questions: A long case was given. Lots of data and whenever I asked questions, a few set of slides were passed onto me. It looked like that the case was an actual one that the team had worked on. Case: A European pharmaceutical manufacturer (top 3) wants to double his sales from Eur 5bn to Eur 10 bn in the next 5 years. Please advise. (Case type:Revenue growth, product line optimization, market entry)
valid,PI questions: Tell me about yourself?
invalid,Why ISB? Why MBA? Why consulting?
invalid,Case Questions: A publishing firm has been seeing a fall in profits off late. Help them diagnose and fix the problem
valid,PI questions: Tell me about yourself?
invalid,A lot of questions about my work experience and about my company
invalid,What I thought was the best way to encourage innovation in a technology company
invalid,Case Questions: Tata motors was producing Indica (which costs around 3 Lakhs), and wanted to produce a 1 lakh car. How can they go about doing this?
valid,PI questions: Tell me about yourself?
invalid,Case Questions:  The Maharashtra government wants to build a plan for the Mumbai metro project and wants it to be a completely self financed project. How could this be achieved
invalid,PI questions: Why MBA?
invalid,Why come back from US?
valid,If offered Booz and Deloitte, what would you prefer?
invalid,Case Questions: What is the difference between \xc3\xa2\xe2\x82\xac\xcb\x9crisk\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 and \xc3\xa2\xe2\x82\xac\xcb\x9cflexibility\xc3\xa2\xe2\x82\xac\xe2\x84\xa2?
invalid,If 4 warehouses were combined how would the inventory levels change?
invalid,PI questions:  Questions on past experience
invalid,Case Questions: A pharma company wants to expand its business. How? (Case type:Market entry strategy. I was provided slides of case on request.)
invalid,Case Questions:The case was about a pharmaceutical company in Europe. The Partner gave me a lot of data upfront which I noted down. It was as follows  (Case type:Market Entry Decision)
invalid,PI questions: Briefly go through my resume
invalid,Why  I  chose  Marketing  and  Finance specialization?
invalid,Questions related to my past work experience
invalid,What I think of issues related to formation of new states such as Telangana
invalid,Case Questions:  Estimate the number of shoes sold in Hyderabad in a year(Case type:Guesstimate)
invalid,Case Questions: To figure out the market entry strategy of a pharmaceutical company (Case type:Marketing and Strategy)
invalid,Case Questions: There is a company in UK which organizes outdoor trips for field students. A private equity company wants to pick up a stake in the firm and wants to assess the validity of the claims of company with respect to the market share. The revenues of the company are given. How would you go about solving it?
invalid,Case Questions: This round is specific to Parthenon. I was given a 25-30 pager document on a real client situation with a LOT of numbers and I had to come up with a project proposal. I was left alone for 30 minutes with a calculator and was expected to present using a whiteboard. The case was about a laminate manufacturers who was continuously losing market share in a maturing industry as new products were coming up
valid,PI questions: Tell me about yourself
valid,Why do you continually push yourself to perform well academically
invalid,How I train for half marathons
invalid,Case Questions:Our client is one of the largest banks in India. They have done fairly well in retail banking but have struggled in commercial banking division
invalid,PI questions: Some questions on the resume especially the work I had with Taiwanese client and the challenges I had faced while working with them
invalid,Compare Indian clients with Asian clients
invalid,Toughest position I had been in at a client and how I handled it
invalid,Where do I see myself in 10 years
valid,Why consulting
